"offense","offense_conference","defense","defense_conference","game_id","id","scoring","start_period","start_yardline","start_yards_to_goal","start_time.minutes","start_time.seconds","end_period","end_yardline","end_yards_to_goal","end_time.minutes","end_time.seconds","elapsed.minutes","elapsed.seconds","plays","yards","drive_result","week"
"Louisiana Tech","Conference USA","Texas","Big 12",401112135,"4011121354",FALSE,1,75,75,4,53,1,58,58,2,2,2,51,6,17,"PUNT",1
"Texas","Big 12","Louisiana Tech","Conference USA",401112135,"4011121355",TRUE,1,26,74,2,2,2,100,0,13,30,3,32,11,74,"TD",1
"Louisiana Tech","Conference USA","Texas","Big 12",401112135,"4011121356",FALSE,2,88,88,13,30,2,70,70,11,0,2,30,5,25,"FUMBLE",1
"Texas","Big 12","Louisiana Tech","Conference USA",401112135,"4011121357",TRUE,2,63,37,11,0,2,100,0,10,26,NA,34,2,37,"TD",1
"Louisiana Tech","Conference USA","Texas","Big 12",401112135,"4011121358",FALSE,2,75,75,10,26,2,24,24,5,59,4,27,11,51,"MISSED FG",1
"Texas","Big 12","Louisiana Tech","Conference USA",401112135,"4011121359",FALSE,2,24,76,5,59,2,32,68,4,36,1,23,3,8,"PUNT",1
"Montana State",NA,"Texas Tech","Big 12",401112139,"4011121391",FALSE,1,75,75,15,0,1,67,67,12,50,2,10,3,8,"PUNT",1
"Texas Tech","Big 12","Montana State",NA,401112139,"4011121392",TRUE,1,15,85,12,50,1,100,0,9,26,3,24,11,85,"TD",1
"Montana State",NA,"Texas Tech","Big 12",401112139,"4011121393",FALSE,1,65,65,9,26,1,58,58,7,13,2,13,3,7,"PUNT",1
"Texas Tech","Big 12","Montana State",NA,401112139,"4011121394",TRUE,1,21,79,7,13,1,100,0,4,4,3,9,11,79,"TD",1
"Montana State",NA,"Texas Tech","Big 12",401112139,"4011121395",FALSE,1,75,75,4,4,1,71,71,1,53,2,11,3,4,"PUNT",1
"Texas Tech","Big 12","Montana State",NA,401112139,"4011121396",FALSE,1,31,69,1,53,1,49,51,0,55,NA,58,6,18,"PUNT",1
"Montana State",NA,"Texas Tech","Big 12",401112139,"4011121397",FALSE,1,88,88,0,55,2,91,91,14,46,1,9,3,-3,"PUNT",1
"Texas Tech","Big 12","Montana State",NA,401112139,"4011121398",FALSE,2,36,64,14,46,2,100,0,13,34,1,12,5,64,"FUMBLE",1
"Montana State",NA,"Texas Tech","Big 12",401112139,"4011121399",TRUE,2,80,80,13,34,2,0,0,9,42,3,52,9,80,"TD",1
"James Madison",NA,"West Virginia","Big 12",401112143,"4011121432",FALSE,1,78,78,14,56,1,69,69,13,4,1,52,3,9,"PUNT",1
"West Virginia","Big 12","James Madison",NA,401112143,"4011121433",FALSE,1,30,70,13,4,1,29,71,11,13,1,51,3,-1,"PUNT",1
"West Virginia","Big 12","James Madison",NA,401112143,"4011121435",FALSE,1,64,36,11,13,1,68,32,9,43,1,30,4,4,"MISSED FG",1
"James Madison",NA,"West Virginia","Big 12",401112143,"4011121436",FALSE,1,68,68,9,43,1,36,36,7,15,2,28,6,32,"FUMBLE",1
"West Virginia","Big 12","James Madison",NA,401112143,"4011121437",FALSE,1,36,64,7,15,1,53,47,4,25,2,50,6,17,"PUNT",1
"James Madison",NA,"West Virginia","Big 12",401112143,"4011121438",TRUE,1,80,80,4,25,1,0,0,1,47,2,38,7,80,"TD",1
"West Virginia","Big 12","James Madison",NA,401112143,"4011121439",TRUE,1,26,74,1,42,2,79,21,12,33,4,9,11,53,"FG",1
"Illinois","Big Ten","Akron","Mid-American",401112145,"4011121451",TRUE,1,37,63,15,0,1,100,0,11,53,3,7,10,63,"TD",1
"Akron","Mid-American","Illinois","Big Ten",401112145,"4011121452",TRUE,1,75,75,11,53,1,25,25,6,29,5,24,11,50,"FG",1
"Illinois","Big Ten","Akron","Mid-American",401112145,"4011121453",TRUE,1,25,75,6,29,1,100,0,3,23,3,6,9,75,"TD",1
"Akron","Mid-American","Illinois","Big Ten",401112145,"4011121454",FALSE,1,76,76,3,23,1,76,76,2,30,NA,53,2,0,"FUMBLE",1
"Illinois","Big Ten","Akron","Mid-American",401112145,"4011121455",TRUE,1,76,24,2,30,2,100,0,14,56,2,34,6,24,"TD",1
"Akron","Mid-American","Illinois","Big Ten",401112145,"4011121456",FALSE,2,80,80,14,56,2,51,51,11,10,3,46,6,29,"PUNT",1
"Illinois","Big Ten","Akron","Mid-American",401112145,"4011121457",FALSE,2,35,65,11,10,2,35,65,10,12,NA,58,3,0,"PUNT",1
"Akron","Mid-American","Illinois","Big Ten",401112145,"4011121458",FALSE,2,90,90,10,12,2,66,66,6,44,3,28,7,24,"INT",1
"Illinois","Big Ten","Akron","Mid-American",401112145,"4011121459",FALSE,2,62,38,6,44,2,88,12,3,39,3,5,10,26,"MISSED FG",1
"Ball State","Mid-American","Indiana","Big Ten",401112157,"4011121571",FALSE,1,35,65,15,0,1,40,60,13,13,1,47,3,5,"PUNT",1
"Indiana","Big Ten","Ball State","Mid-American",401112157,"4011121572",TRUE,1,90,90,13,13,1,30,30,9,44,3,29,10,60,"FG",1
"Ball State","Mid-American","Indiana","Big Ten",401112157,"4011121573",TRUE,1,25,75,9,44,1,95,5,3,30,6,14,13,70,"FG",1
"Indiana","Big Ten","Ball State","Mid-American",401112157,"4011121574",TRUE,1,78,78,3,23,1,0,0,2,41,NA,42,2,78,"TD",1
"Ball State","Mid-American","Indiana","Big Ten",401112157,"4011121575",FALSE,1,23,77,2,35,1,27,73,1,38,NA,57,3,4,"PUNT",1
"Indiana","Big Ten","Ball State","Mid-American",401112157,"4011121576",FALSE,1,79,79,1,38,1,67,67,0,29,1,9,3,12,"INT",1
"Ball State","Mid-American","Indiana","Big Ten",401112157,"4011121577",TRUE,1,55,45,0,29,2,100,0,13,58,1,31,5,45,"TD",1
"Indiana","Big Ten","Ball State","Mid-American",401112157,"4011121578",FALSE,2,73,73,13,52,2,35,35,11,21,2,31,6,38,"INT",1
"Ball State","Mid-American","Indiana","Big Ten",401112157,"4011121579",FALSE,2,19,81,11,21,2,69,31,6,33,4,48,11,50,"DOWNS",1
"Iowa","Big Ten","Miami (OH)","Mid-American",401112191,"4011121911",FALSE,1,25,75,15,0,1,64,36,10,32,4,28,9,39,"DOWNS",1
"Miami (OH)","Mid-American","Iowa","Big Ten",401112191,"4011121912",FALSE,1,64,64,10,32,1,56,56,8,7,2,25,4,8,"PUNT",1
"Iowa","Big Ten","Miami (OH)","Mid-American",401112191,"4011121913",TRUE,1,18,82,8,7,1,97,3,1,17,6,50,13,79,"FG",1
"Miami (OH)","Mid-American","Iowa","Big Ten",401112191,"4011121914",TRUE,1,77,77,1,17,2,0,0,11,54,4,23,10,77,"TD",1
"Iowa","Big Ten","Miami (OH)","Mid-American",401112191,"4011121915",TRUE,2,21,79,11,54,2,100,0,8,20,3,34,9,79,"TD",1
"Miami (OH)","Mid-American","Iowa","Big Ten",401112191,"4011121916",FALSE,2,79,79,8,20,2,52,52,3,59,4,21,8,27,"PUNT",1
"Iowa","Big Ten","Miami (OH)","Mid-American",401112191,"4011121917",FALSE,2,20,80,3,59,2,14,86,2,31,1,28,3,-6,"PUNT",1
"Miami (OH)","Mid-American","Iowa","Big Ten",401112191,"4011121918",FALSE,2,45,45,2,31,2,41,41,0,38,1,53,3,4,"PUNT",1
"Iowa","Big Ten","Miami (OH)","Mid-American",401112191,"4011121919",FALSE,2,3,97,0,38,2,3,97,0,0,NA,38,1,0,"END OF HALF",1
"Maryland","Big Ten","Howard",NA,401112201,"4011122011",FALSE,1,31,69,15,0,1,57,43,13,11,1,49,6,26,"PUNT",1
"Howard",NA,"Maryland","Big Ten",401112201,"4011122012",FALSE,1,95,95,13,11,1,88,88,11,13,1,58,3,7,"PUNT",1
"Maryland","Big Ten","Howard",NA,401112201,"4011122013",TRUE,1,74,26,11,13,1,100,0,11,6,NA,7,1,26,"TD",1
"Howard",NA,"Maryland","Big Ten",401112201,"4011122014",FALSE,1,75,75,11,6,1,72,72,9,51,1,15,3,3,"PUNT",1
"Maryland","Big Ten","Howard",NA,401112201,"4011122015",FALSE,1,20,80,9,51,1,27,73,8,35,1,16,3,7,"PUNT",1
"Howard",NA,"Maryland","Big Ten",401112201,"4011122016",FALSE,1,81,81,8,35,1,87,87,7,44,NA,51,4,-6,"DOWNS",1
"Maryland","Big Ten","Howard",NA,401112201,"4011122017",TRUE,1,87,13,7,44,1,100,0,6,53,NA,51,3,13,"TD",1
"Howard",NA,"Maryland","Big Ten",401112201,"4011122018",FALSE,1,75,75,6,53,1,66,66,5,12,1,41,3,9,"PUNT",1
"Maryland","Big Ten","Howard",NA,401112201,"4011122019",TRUE,1,37,63,5,12,1,100,0,3,16,1,56,6,63,"TD",1
"Michigan State","Big Ten","Tulsa","American Athletic",401112212,"4011122121",TRUE,1,27,73,15,0,1,100,0,11,41,3,19,9,73,"TD",1
"Tulsa","American Athletic","Michigan State","Big Ten",401112212,"4011122122",FALSE,1,88,88,11,41,1,76,76,8,37,3,4,6,12,"PUNT",1
"Michigan State","Big Ten","Tulsa","American Athletic",401112212,"4011122123",FALSE,1,35,65,8,37,1,73,27,5,28,3,9,8,38,"DOWNS",1
"Tulsa","American Athletic","Michigan State","Big Ten",401112212,"4011122124",FALSE,1,73,73,5,28,1,67,67,4,3,1,25,3,6,"PUNT",1
"Michigan State","Big Ten","Tulsa","American Athletic",401112212,"4011122125",FALSE,1,39,61,4,3,1,48,52,1,53,2,10,5,9,"PUNT",1
"Tulsa","American Athletic","Michigan State","Big Ten",401112212,"4011122126",FALSE,1,80,80,1,53,2,67,67,14,51,2,2,5,13,"PUNT",1
"Michigan State","Big Ten","Tulsa","American Athletic",401112212,"4011122127",TRUE,2,76,24,14,51,2,80,20,14,3,NA,48,4,4,"FG",1
"Tulsa","American Athletic","Michigan State","Big Ten",401112212,"4011122128",FALSE,2,75,75,14,3,2,50,50,12,6,1,57,5,0,"FUMBLE",1
"Michigan State","Big Ten","Tulsa","American Athletic",401112212,"4011122129",TRUE,2,79,21,12,6,2,71,29,9,59,2,7,7,-8,"FG",1
"Michigan","Big Ten","Middle Tennessee","Conference USA",401112222,"4011122221",FALSE,1,27,73,15,0,1,27,73,14,45,NA,15,1,0,"FUMBLE",1
"Middle Tennessee","Conference USA","Michigan","Big Ten",401112222,"4011122222",TRUE,1,42,42,14,45,1,0,0,12,52,1,53,4,42,"TD",1
"Michigan","Big Ten","Middle Tennessee","Conference USA",401112222,"4011122223",TRUE,1,27,73,12,52,1,84,16,7,37,5,15,12,57,"FG",1
"Middle Tennessee","Conference USA","Michigan","Big Ten",401112222,"4011122224",FALSE,1,75,75,7,37,1,64,64,5,20,2,17,5,11,"PUNT",1
"Michigan","Big Ten","Middle Tennessee","Conference USA",401112222,"4011122225",FALSE,1,48,52,5,20,1,58,42,2,1,3,19,5,10,"PUNT",1
"Middle Tennessee","Conference USA","Michigan","Big Ten",401112222,"4011122226",FALSE,1,95,95,2,1,1,97,97,1,2,NA,59,3,-2,"PUNT",1
"Michigan","Big Ten","Middle Tennessee","Conference USA",401112222,"4011122227",TRUE,1,61,39,1,2,1,100,0,0,21,NA,41,2,39,"TD",1
"Middle Tennessee","Conference USA","Michigan","Big Ten",401112222,"4011122228",FALSE,1,75,75,0,21,2,76,76,14,8,1,13,3,-1,"PUNT",1
"Michigan","Big Ten","Middle Tennessee","Conference USA",401112222,"4011122229",TRUE,2,33,67,14,8,2,100,0,12,54,1,14,4,67,"TD",1
"Minnesota","Big Ten","South Dakota State",NA,401112229,"4011122291",FALSE,1,25,75,15,0,1,64,36,11,36,3,24,6,39,"PUNT",1
"South Dakota State",NA,"Minnesota","Big Ten",401112229,"4011122292",FALSE,1,84,84,11,36,1,43,43,7,56,3,40,7,41,"PUNT",1
"Minnesota","Big Ten","South Dakota State",NA,401112229,"4011122293",FALSE,1,20,80,7,56,1,44,56,6,15,1,41,4,24,"INT",1
"South Dakota State",NA,"Minnesota","Big Ten",401112229,"4011122294",FALSE,1,57,57,6,15,1,42,42,4,57,1,18,4,15,"PUNT",1
"Minnesota","Big Ten","South Dakota State",NA,401112229,"4011122295",TRUE,1,9,91,4,57,2,100,0,9,52,10,5,18,91,"TD",1
"South Dakota State",NA,"Minnesota","Big Ten",401112229,"4011122296",FALSE,2,75,75,9,52,2,69,69,8,9,1,43,3,6,"PUNT",1
"Minnesota","Big Ten","South Dakota State",NA,401112229,"4011122297",FALSE,2,20,80,8,9,2,25,75,6,3,2,6,3,5,"PUNT",1
"South Dakota State",NA,"Minnesota","Big Ten",401112229,"4011122298",TRUE,2,66,66,6,3,2,0,0,3,23,2,40,6,66,"TD",1
"Minnesota","Big Ten","South Dakota State",NA,401112229,"4011122299",TRUE,2,25,75,3,23,2,100,0,0,49,2,34,6,75,"TD",1
"Nebraska","Big Ten","South Alabama","Sun Belt",401112238,"4011122381",TRUE,1,19,81,15,0,1,100,0,12,19,2,41,9,81,"TD",1
"South Alabama","Sun Belt","Nebraska","Big Ten",401112238,"4011122382",FALSE,1,75,75,12,19,1,52,52,9,59,2,20,6,23,"PUNT",1
"Nebraska","Big Ten","South Alabama","Sun Belt",401112238,"4011122383",FALSE,1,11,89,9,59,1,9,91,8,42,1,17,3,-2,"PUNT",1
"South Alabama","Sun Belt","Nebraska","Big Ten",401112238,"4011122384",TRUE,1,41,41,8,42,1,0,0,5,32,3,10,9,41,"TD",1
"Nebraska","Big Ten","South Alabama","Sun Belt",401112238,"4011122385",FALSE,1,27,73,5,32,1,51,49,3,51,1,41,5,24,"DOWNS",1
"South Alabama","Sun Belt","Nebraska","Big Ten",401112238,"4011122386",FALSE,1,51,51,3,51,1,25,25,2,57,NA,54,3,22,"FUMBLE",1
"Nebraska","Big Ten","South Alabama","Sun Belt",401112238,"4011122387",FALSE,1,32,68,2,57,1,37,63,0,55,2,2,4,5,"PUNT",1
"South Alabama","Sun Belt","Nebraska","Big Ten",401112238,"4011122388",FALSE,1,91,91,0,55,2,83,83,13,39,2,16,5,8,"PUNT",1
"Nebraska","Big Ten","South Alabama","Sun Belt",401112238,"4011122389",TRUE,2,58,42,13,39,2,100,0,9,15,4,24,12,42,"TD",1
"Stanford","Pac-12","Northwestern","Big Ten",401112245,"4011122451",FALSE,1,28,72,15,0,1,63,37,10,38,4,22,7,36,"DOWNS",1
"Northwestern","Big Ten","Stanford","Pac-12",401112245,"4011122452",FALSE,1,64,64,10,38,1,60,60,10,2,NA,36,3,4,"INT",1
"Stanford","Pac-12","Northwestern","Big Ten",401112245,"4011122453",FALSE,1,54,46,10,2,1,55,45,9,9,NA,53,3,1,"PUNT",1
"Northwestern","Big Ten","Stanford","Pac-12",401112245,"4011122454",FALSE,1,90,90,9,9,1,82,82,7,48,1,21,3,8,"PUNT",1
"Stanford","Pac-12","Northwestern","Big Ten",401112245,"4011122455",FALSE,1,19,81,7,48,2,66,34,14,8,8,40,11,47,"PUNT",1
"Northwestern","Big Ten","Stanford","Pac-12",401112245,"4011122456",FALSE,2,80,80,14,8,2,59,59,11,34,2,34,6,21,"PUNT",1
"Stanford","Pac-12","Northwestern","Big Ten",401112245,"4011122457",TRUE,2,10,90,11,34,2,100,0,3,12,8,22,15,90,"TD",1
"Northwestern","Big Ten","Stanford","Pac-12",401112245,"4011122458",FALSE,2,75,75,3,12,2,34,34,0,40,2,32,9,41,"DOWNS",1
"Stanford","Pac-12","Northwestern","Big Ten",401112245,"4011122459",TRUE,2,34,66,0,40,2,35,65,0,0,NA,40,5,17,"END OF HALF",1
"Ohio State","Big Ten","Florida Atlantic","Conference USA",401112251,"4011122511",TRUE,1,30,70,15,0,1,100,0,13,7,1,53,4,70,"TD",1
"Florida Atlantic","Conference USA","Ohio State","Big Ten",401112251,"4011122512",FALSE,1,75,75,13,7,1,76,76,11,41,1,26,3,-1,"PUNT",1
"Ohio State","Big Ten","Florida Atlantic","Conference USA",401112251,"4011122513",TRUE,1,74,26,11,41,1,100,0,11,5,NA,36,2,26,"TD",1
"Florida Atlantic","Conference USA","Ohio State","Big Ten",401112251,"4011122514",FALSE,1,75,75,11,5,1,86,86,9,49,1,16,3,-11,"PUNT",1
"Ohio State","Big Ten","Florida Atlantic","Conference USA",401112251,"4011122515",TRUE,1,42,58,9,49,1,100,0,9,12,NA,37,3,58,"TD",1
"Florida Atlantic","Conference USA","Ohio State","Big Ten",401112251,"4011122516",FALSE,1,83,83,9,12,1,83,83,7,52,1,20,3,0,"PUNT",1
"Ohio State","Big Ten","Florida Atlantic","Conference USA",401112251,"4011122517",TRUE,1,54,46,7,52,1,100,0,6,50,1,2,4,46,"TD",1
"Florida Atlantic","Conference USA","Ohio State","Big Ten",401112251,"4011122518",FALSE,1,75,75,6,50,1,68,68,5,14,1,36,3,7,"PUNT",1
"Ohio State","Big Ten","Florida Atlantic","Conference USA",401112251,"4011122519",FALSE,1,26,74,5,14,1,46,54,2,30,2,44,6,20,"PUNT",1
"Idaho",NA,"Penn State","Big Ten",401112257,"4011122571",FALSE,1,75,75,15,0,1,66,66,13,30,1,30,4,9,"DOWNS",1
"Penn State","Big Ten","Idaho",NA,401112257,"4011122572",TRUE,1,66,34,13,30,1,89,11,11,30,2,NA,6,23,"FG",1
"Idaho",NA,"Penn State","Big Ten",401112257,"4011122573",FALSE,1,75,75,11,30,1,83,83,9,26,2,4,3,-8,"PUNT",1
"Penn State","Big Ten","Idaho",NA,401112257,"4011122574",TRUE,1,65,35,9,26,1,65,35,8,35,NA,51,4,0,"FG",1
"Idaho",NA,"Penn State","Big Ten",401112257,"4011122575",FALSE,1,75,75,8,35,1,70,70,7,3,1,32,3,5,"PUNT",1
"Penn State","Big Ten","Idaho",NA,401112257,"4011122576",TRUE,1,46,54,7,3,1,100,0,5,3,2,NA,5,54,"TD",1
"Idaho",NA,"Penn State","Big Ten",401112257,"4011122577",FALSE,1,75,75,5,3,1,88,88,3,33,1,30,3,-13,"PUNT",1
"Penn State","Big Ten","Idaho",NA,401112257,"4011122578",TRUE,1,65,35,3,33,1,100,0,1,50,1,43,5,35,"TD",1
"Idaho",NA,"Penn State","Big Ten",401112257,"4011122579",FALSE,1,75,75,1,50,1,67,67,0,22,1,28,3,8,"PUNT",1
"Purdue","Big Ten","Nevada","Mountain West",401112262,"4011122621",TRUE,1,70,70,15,0,1,0,0,9,37,5,23,12,70,"TD",1
"Nevada","Mountain West","Purdue","Big Ten",401112262,"4011122622",FALSE,1,25,75,9,37,1,27,73,8,11,1,26,3,2,"PUNT",1
"Purdue","Big Ten","Nevada","Mountain West",401112262,"4011122623",FALSE,1,42,42,8,11,1,39,39,7,8,1,3,3,3,"PUNT",1
"Nevada","Mountain West","Purdue","Big Ten",401112262,"4011122624",FALSE,1,1,99,7,8,1,4,96,5,34,1,34,3,3,"PUNT",1
"Purdue","Big Ten","Nevada","Mountain West",401112262,"4011122625",TRUE,1,49,49,5,34,1,15,15,2,5,3,29,8,34,"FG",1
"Nevada","Mountain West","Purdue","Big Ten",401112262,"4011122626",FALSE,1,25,75,2,5,2,56,44,13,6,3,59,8,31,"PUNT",1
"Purdue","Big Ten","Nevada","Mountain West",401112262,"4011122627",FALSE,2,80,80,13,6,2,39,39,11,6,2,NA,6,41,"FUMBLE",1
"Nevada","Mountain West","Purdue","Big Ten",401112262,"4011122628",FALSE,2,39,61,11,6,2,46,54,9,7,1,59,3,7,"PUNT",1
"Purdue","Big Ten","Nevada","Mountain West",401112262,"4011122629",FALSE,2,99,99,9,7,2,96,96,7,2,2,5,3,3,"PUNT",1
"UMass","FBS Independents","Rutgers","Big Ten",401112264,"4011122641",TRUE,1,75,75,15,0,1,0,0,11,32,3,28,12,75,"TD",1
"Rutgers","Big Ten","UMass","FBS Independents",401112264,"4011122642",FALSE,1,28,72,11,28,1,33,67,10,0,1,28,3,5,"INT",1
"UMass","FBS Independents","Rutgers","Big Ten",401112264,"4011122643",TRUE,1,44,44,10,0,1,0,0,9,33,NA,27,2,44,"TD",1
"Rutgers","Big Ten","UMass","FBS Independents",401112264,"4011122644",TRUE,1,25,75,9,33,1,100,0,2,54,6,39,13,75,"TD",1
"UMass","FBS Independents","Rutgers","Big Ten",401112264,"4011122645",TRUE,1,75,75,2,54,1,0,0,0,2,2,52,10,75,"TD",1
"Rutgers","Big Ten","UMass","FBS Independents",401112264,"4011122646",TRUE,1,32,68,0,0,2,100,0,13,40,1,20,4,68,"TD",1
"UMass","FBS Independents","Rutgers","Big Ten",401112264,"4011122647",FALSE,2,80,80,13,31,2,51,51,11,7,2,24,6,29,"PUNT",1
"Rutgers","Big Ten","UMass","FBS Independents",401112264,"4011122648",TRUE,2,15,85,11,7,2,100,0,9,3,2,4,5,85,"TD",1
"UMass","FBS Independents","Rutgers","Big Ten",401112264,"4011122649",FALSE,2,75,75,9,3,2,70,70,7,34,1,29,3,5,"PUNT",1
"Wake Forest","ACC","Utah State","Mountain West",401112430,"4011124301",TRUE,1,25,75,15,0,1,100,0,11,54,3,6,8,75,"TD",1
"Utah State","Mountain West","Wake Forest","ACC",401112430,"4011124302",TRUE,1,75,75,11,54,1,0,0,9,23,2,31,8,75,"TD",1
"Wake Forest","ACC","Utah State","Mountain West",401112430,"4011124303",FALSE,1,25,75,9,23,1,38,62,8,53,NA,30,2,13,"FUMBLE",1
"Utah State","Mountain West","Wake Forest","ACC",401112430,"4011124304",FALSE,1,38,38,8,53,1,13,13,7,13,1,40,7,25,"DOWNS",1
"Wake Forest","ACC","Utah State","Mountain West",401112430,"4011124305",FALSE,1,13,87,7,13,1,28,72,5,40,1,33,5,15,"PUNT",1
"Utah State","Mountain West","Wake Forest","ACC",401112430,"4011124306",FALSE,1,52,52,5,40,1,4,4,3,37,2,3,7,48,"INT",1
"Wake Forest","ACC","Utah State","Mountain West",401112430,"4011124307",TRUE,1,20,80,3,37,1,97,3,0,27,3,10,10,77,"FG",1
"Utah State","Mountain West","Wake Forest","ACC",401112430,"4011124308",TRUE,1,90,90,0,27,2,0,0,14,11,1,16,5,90,"TD",1
"Wake Forest","ACC","Utah State","Mountain West",401112430,"4011124309",FALSE,2,32,68,14,11,2,97,3,9,58,4,13,12,65,"DOWNS",1
"Boise State","Mountain West","Florida State","ACC",401112431,"4011124311",FALSE,1,75,75,15,0,1,35,35,13,11,1,49,6,43,"FUMBLE",1
"Florida State","ACC","Boise State","Mountain West",401112431,"4011124312",TRUE,1,53,47,13,11,1,100,0,12,28,NA,43,4,47,"TD",1
"Boise State","Mountain West","Florida State","ACC",401112431,"4011124313",TRUE,1,75,75,12,28,1,19,19,7,49,4,39,14,56,"FG",1
"Florida State","ACC","Boise State","Mountain West",401112431,"4011124314",TRUE,1,25,75,7,49,1,100,0,7,42,NA,7,1,75,"TD",1
"Boise State","Mountain West","Florida State","ACC",401112431,"4011124315",TRUE,1,75,75,7,42,1,19,19,3,47,3,55,11,56,"FG",1
"Florida State","ACC","Boise State","Mountain West",401112431,"4011124316",TRUE,1,24,76,3,47,1,100,0,1,5,2,42,10,76,"TD",1
"Boise State","Mountain West","Florida State","ACC",401112431,"4011124317",FALSE,1,80,80,1,5,2,63,63,14,14,1,51,5,17,"PUNT",1
"Florida State","ACC","Boise State","Mountain West",401112431,"4011124318",TRUE,2,11,89,14,14,2,72,28,10,53,3,21,9,61,"FG",1
"Boise State","Mountain West","Florida State","ACC",401112431,"4011124319",FALSE,2,75,75,10,53,2,39,39,9,4,1,49,4,36,"INT",1
"East Carolina","American Athletic","NC State","ACC",401112432,"4011124321",FALSE,1,75,75,15,0,1,0,0,10,24,4,36,12,75,"FUMBLE",1
"NC State","ACC","East Carolina","American Athletic",401112432,"4011124322",TRUE,1,20,80,10,24,1,100,0,8,34,1,50,6,80,"TD",1
"East Carolina","American Athletic","NC State","ACC",401112432,"4011124323",TRUE,1,64,64,8,25,1,30,30,6,4,2,21,8,34,"FG",1
"NC State","ACC","East Carolina","American Athletic",401112432,"4011124324",FALSE,1,35,65,6,4,1,57,43,3,54,2,10,6,22,"DOWNS",1
"East Carolina","American Athletic","NC State","ACC",401112432,"4011124325",FALSE,1,57,57,3,54,1,56,56,3,1,NA,53,3,1,"PUNT",1
"NC State","ACC","East Carolina","American Athletic",401112432,"4011124326",FALSE,1,20,80,3,1,1,32,68,1,18,1,43,5,12,"PUNT",1
"East Carolina","American Athletic","NC State","ACC",401112432,"4011124327",FALSE,1,73,73,1,18,2,35,35,12,32,3,46,12,38,"MISSED FG",1
"NC State","ACC","East Carolina","American Athletic",401112432,"4011124328",TRUE,2,35,65,12,32,2,91,9,10,1,2,31,7,56,"FG",1
"East Carolina","American Athletic","NC State","ACC",401112432,"4011124329",FALSE,2,76,76,9,53,2,72,72,7,46,2,7,4,4,"INT",1
"Pittsburgh","ACC","Virginia","ACC",401112433,"4011124331",FALSE,1,29,71,15,0,1,29,71,14,30,NA,30,3,0,"PUNT",1
"Virginia","ACC","Pittsburgh","ACC",401112433,"4011124332",TRUE,1,75,75,14,30,1,22,22,8,17,6,13,11,53,"FG",1
"Pittsburgh","ACC","Virginia","ACC",401112433,"4011124333",FALSE,1,25,75,8,17,1,28,72,7,42,NA,35,3,3,"PUNT",1
"Virginia","ACC","Pittsburgh","ACC",401112433,"4011124334",TRUE,1,19,19,7,42,1,0,0,6,11,1,31,3,19,"TD",1
"Pittsburgh","ACC","Virginia","ACC",401112433,"4011124335",FALSE,1,25,75,6,11,1,44,56,3,48,2,23,5,19,"PUNT",1
"Virginia","ACC","Pittsburgh","ACC",401112433,"4011124336",FALSE,1,76,76,3,48,1,56,56,0,55,2,53,5,20,"PUNT",1
"Pittsburgh","ACC","Virginia","ACC",401112433,"4011124337",TRUE,1,15,85,0,55,2,100,0,13,29,2,26,7,85,"TD",1
"Virginia","ACC","Pittsburgh","ACC",401112433,"4011124338",TRUE,2,82,82,13,29,2,19,19,10,19,3,10,8,63,"FG",1
"Pittsburgh","ACC","Virginia","ACC",401112433,"4011124339",FALSE,2,25,75,10,19,2,25,75,9,1,1,18,3,0,"PUNT",1
"Syracuse","ACC","Liberty","FBS Independents",401112434,"4011124341",FALSE,1,75,75,15,0,1,71,71,12,55,2,5,3,4,"PUNT",1
"Liberty","FBS Independents","Syracuse","ACC",401112434,"4011124342",FALSE,1,8,92,12,55,1,8,92,12,25,NA,30,3,0,"PUNT",1
"Liberty","FBS Independents","Syracuse","ACC",401112434,"4011124344",FALSE,1,49,51,12,25,1,75,25,10,39,1,46,6,26,"MISSED FG",1
"Syracuse","ACC","Liberty","FBS Independents",401112434,"4011124345",FALSE,1,75,75,10,39,1,80,80,9,13,1,26,3,-5,"PUNT",1
"Liberty","FBS Independents","Syracuse","ACC",401112434,"4011124346",FALSE,1,39,61,9,13,1,97,3,8,2,1,11,3,58,"FUMBLE",1
"Syracuse","ACC","Liberty","FBS Independents",401112434,"4011124347",FALSE,1,97,97,8,2,1,42,42,4,22,3,40,10,55,"INT",1
"Liberty","FBS Independents","Syracuse","ACC",401112434,"4011124348",FALSE,1,3,97,4,22,1,15,85,3,20,1,2,3,12,"INT",1
"Syracuse","ACC","Liberty","FBS Independents",401112434,"4011124349",TRUE,1,36,36,3,20,1,27,27,1,45,1,35,4,9,"FG",1
"Boston College","ACC","Virginia Tech","ACC",401112435,"4011124351",FALSE,1,25,75,15,0,1,24,76,14,9,NA,51,3,-1,"PUNT",1
"Virginia Tech","ACC","Boston College","ACC",401112435,"4011124352",FALSE,1,65,65,14,9,1,65,65,13,19,NA,50,3,0,"PUNT",1
"Boston College","ACC","Virginia Tech","ACC",401112435,"4011124353",TRUE,1,33,67,13,19,1,100,0,12,1,1,18,5,67,"TD",1
"Virginia Tech","ACC","Boston College","ACC",401112435,"4011124354",FALSE,1,81,81,11,54,1,72,72,10,23,1,31,3,9,"PUNT",1
